idx,level,strategy,context,response,word_count,input_tokens,output_tokens,latency_seconds,meta_commentary_stripped,leading_header_stripped,condition,true_label,pred_label,correct
1248,4,Providing Suggestions,"[seeker] Yes, I had a bad sleeping schedule, when I would go to sleep around 2-3am. I now get around 8 hours of sleep but I feel like it isn't enough still. [seeker] Would this relate to a health problem of not being active or maybe stress? [supporter] I used to be a night owl, going to bed early in the morning.  I reset my schedule very gradually.  I went to bed 15 minutes earlier, and set an alarm for 8 hours later.  I did that for 3 days, then I would ratchet it back another 15 minutes.   It was a gradual process and the only way I could fix it.","Since you're getting eight hours but still feel drained, try tracking your sleep quality for a week—note when you feel most rested and what you did that day to spot patterns between your activity level and how refreshed you feel.",40,553,51,1.389,False,False,predicted,Question,Providing Suggestions,False
1257,2,Others,[seeker] I will try that out as well if listening to relaxing sounds doesn't help. Thank you very much for responding to my questions and needs!,"You're very welcome! I'm glad I could help. Take care of yourself, and remember—be patient and kind with yourself as you try these approaches. Wishing you all the best on your journey to feeling better. 💙",36,126,52,1.471,False,False,predicted,Reflection of feelings,Others,False
1257,4,Others,[seeker] I will try that out as well if listening to relaxing sounds doesn't help. Thank you very much for responding to my questions and needs!,You're welcome! I'm glad I could help. Best of luck with the relaxing sounds—hope you find what works for you. Take care!,22,349,34,0.857,False,False,predicted,Reflection of feelings,Others,False
1260,2,Question,[seeker] Hi there.,Hi! I'm so glad you reached out. What's been on your mind lately? I'm here to listen and help however I can. What would you like to talk about today?,30,100,41,0.841,False,False,predicted,Question,Question,True
1260,4,Question,[seeker] Hi there.,What's weighing on you right now that brought you here today?,11,360,17,0.829,False,False,predicted,Question,Question,True
1261,2,Self-disclosure,[seeker] I am feeling pretty down about my appearance.,"I really hear you. Honestly, I've been there too—those moments when I catch my reflection and feel that weight of self-criticism. It's tough. What specifically has been on your mind lately?",31,107,46,1.402,False,False,predicted,Self-disclosure,Self-disclosure,True
1261,4,Self-disclosure,[seeker] I am feeling pretty down about my appearance.,"I've definitely had moments where I felt really critical of how I looked, especially during stressful times. It's tough when that voice gets loud. What's been weighing on you most?",30,397,43,2.28,False,False,predicted,Self-disclosure,Self-disclosure,True
1263,2,Providing Suggestions,"[seeker] Well i do use my bike. But i really struggle with motivation and i know i snack too much. But i have just been too busy to spend any real time facing the problem, you know?",You might try starting small—maybe set aside just 10 minutes this week to plan one healthy snack swap or bike route. Sometimes tackling a tiny piece makes the bigger picture feel less overwhelming.,33,138,44,1.265,False,False,predicted,Self-disclosure,Providing Suggestions,False
1263,4,Providing Suggestions,"[seeker] Well i do use my bike. But i really struggle with motivation and i know i snack too much. But i have just been too busy to spend any real time facing the problem, you know?","What if you picked just one snack habit to focus on this week, rather than overhauling everything at once? Starting small might make it feel less overwhelming alongside your busy schedule.",31,444,41,1.259,False,False,predicted,Self-disclosure,Providing Suggestions,False
1270,2,Others,"[seeker] Thanks, you too I have a lot to think about. But talking it out really helped. Have a nice day!","You're so welcome! I'm really glad I could help you work through things. Take care of yourself, and remember—you've got this. Feel free to come back anytime you need to talk. Have a wonderful day!",35,121,50,0.987,False,False,predicted,Others,Others,True
1270,4,Others,"[seeker] Thanks, you too I have a lot to think about. But talking it out really helped. Have a nice day!","You're welcome! I'm glad this conversation was helpful. Take care of yourself, and feel free to come back anytime you need to talk things through.",25,344,35,0.925,False,False,predicted,Others,Others,True
1277,2,Self-disclosure,"[seeker] Maybe that's why. She have different personality than me. She is more into logical thinking and she love people and has bubbly personality. While I'm emotional but are social butterfly and after a while, I would need a break from people.",I really relate to that. I'm similar—I need people but also need solitude to recharge. It sounds like you both bring different strengths to your relationship. Those differences can actually complement each other beautifully.,34,148,49,1.063,False,False,predicted,Question,Self-disclosure,False
1277,4,Self-disclosure,"[seeker] Maybe that's why. She have different personality than me. She is more into logical thinking and she love people and has bubbly personality. While I'm emotional but are social butterfly and after a while, I would need a break from people.","I've noticed that about myself too—I can be pretty emotional and social, but then I need to retreat and recharge. It sounds like you and she just operate on different wavelengths.",31,438,43,1.202,False,False,predicted,Question,Self-disclosure,False
1280,2,Providing Suggestions,[seeker] I do have other friends that I could purse the relationship farther. I think I just felt bad that I known her for years and she is a good person. It's just not what I need right now. [supporter] Sometimes we really just have to let things go. I know it's hard but it will probably good for your mental health.,"You might consider having an honest conversation with her—maybe let her know you need some space right now without making it about her being a bad person. That way, you're honoring your friendship while taking care of yourself.",38,169,48,1.296,False,False,predicted,Others,Providing Suggestions,False
1280,4,Providing Suggestions,[seeker] I do have other friends that I could purse the relationship farther. I think I just felt bad that I known her for years and she is a good person. It's just not what I need right now. [supporter] Sometimes we really just have to let things go. I know it's hard but it will probably good for your mental health.,"Since you recognize she's a good person and you have other connections to nurture, what if you allowed yourself to step back from this friendship without guilt, knowing it's the right call for you right now?",36,475,45,1.108,False,False,predicted,Others,Providing Suggestions,False
1288,2,Information,[seeker] Perhaps I should focus on what would be most fun to do.,That's a great instinct! Research shows that engaging in activities you genuinely enjoy actually boosts mood and resilience. What kinds of things have brought you joy or made you feel energized in the past?,34,106,46,1.231,False,False,predicted,Information,Information,True
1288,4,Information,[seeker] Perhaps I should focus on what would be most fun to do.,Research shows that activities aligned with your personal interests and values tend to produce more sustained engagement and satisfaction than those chosen purely for obligation.,25,387,29,1.123,False,False,predicted,Information,Information,True
1294,2,Question,"[seeker] It would be nice to have something reliable long term, but I have done temp work in the past. [supporter] Me too. It can be a bit soulless but it does pay the bills when you don't have anything else to do.",It sounds like you've had some experience with temp work. What would make a long-term role feel more meaningful to you compared to those temporary positions you've done before?,29,148,38,0.975,False,False,predicted,Question,Question,True
1294,4,Question,"[seeker] It would be nice to have something reliable long term, but I have done temp work in the past. [supporter] Me too. It can be a bit soulless but it does pay the bills when you don't have anything else to do.",What did you find most challenging about the temporary positions you've held before?,13,408,18,0.804,False,False,predicted,Question,Question,True
1298,2,Information,[seeker] Yeah I have cut out some friends already. Maybe I should try talking to the more reasonable ones.,That's a thoughtful approach. Research shows that honest conversations often strengthen relationships—people often appreciate directness more than we expect. Starting with your most reasonable friends gives you the best chance of being heard.,33,113,44,1.191,False,False,predicted,Affirmation and Reassurance,Information,False
1298,4,Information,[seeker] Yeah I have cut out some friends already. Maybe I should try talking to the more reasonable ones.,Research shows that people who maintain selective friendships—keeping those they can communicate with effectively—tend to report higher relationship satisfaction than those who keep all connections unchanged.,26,394,35,1.071,False,False,predicted,Affirmation and Reassurance,Information,False
1301,2,Providing Suggestions,"[seeker] Yeah, Paul is aloof like that. But realistically maybe in the next few weeks I can have a good conversation with him.","That sounds like a good plan. When you do talk with him, you might try picking a relaxed moment and being direct about what's on your mind. Starting with ""I'd like to understand your perspective"" often helps open up those conversations naturally.",42,124,54,1.202,False,False,predicted,Providing Suggestions,Providing Suggestions,True
1301,4,Providing Suggestions,"[seeker] Yeah, Paul is aloof like that. But realistically maybe in the next few weeks I can have a good conversation with him.","That sounds like a realistic timeline. When you do talk with him, consider starting by sharing one specific thing that's been on your mind rather than bringing up everything at once.",31,430,38,1.195,False,False,predicted,Providing Suggestions,Providing Suggestions,True
1310,2,Providing Suggestions,[seeker] I’m sure I can figure something out. I’ll definitely have to study all weekend. I just really need to pass. Do you know any good tricks to help study?,"Absolutely! Try the Pomodoro Technique—study for 25 minutes, then take a 5-minute break. It keeps your mind fresh and focused. Also, teach the material to someone else or explain it aloud—it really helps cement understanding.",35,132,59,1.319,False,False,predicted,Reflection of feelings,Providing Suggestions,False
1310,4,Providing Suggestions,[seeker] I’m sure I can figure something out. I’ll definitely have to study all weekend. I just really need to pass. Do you know any good tricks to help study?,One thing that works well is teaching the material back to yourself out loud—explaining concepts as if you're teaching someone else often reveals gaps in your understanding quickly.,28,438,35,1.129,False,False,predicted,Reflection of feelings,Providing Suggestions,False
1314,2,Information,[seeker] I don’t think I’ve ever tried banana chips! I’ll have to see if my grocery store has got them. Maybe I can get some delivered by the time I’m ready to study,"Great idea! Most grocery stores carry them in the snack aisle, and they're usually pretty affordable. Many delivery services like Amazon Fresh or your local store's app can get them to you within a day or two—perfect timing for your study session!",42,131,55,1.239,False,False,predicted,Others,Information,False
1314,4,Information,[seeker] I don’t think I’ve ever tried banana chips! I’ll have to see if my grocery store has got them. Maybe I can get some delivered by the time I’m ready to study,"Banana chips typically contain around 150 calories per ounce and are high in potassium, which can help with sustained energy during study sessions.",23,412,35,0.983,False,False,predicted,Others,Information,False
1315,2,Information,[seeker] I don’t think I’ve ever tried banana chips! I’ll have to see if my grocery store has got them. Maybe I can get some delivered by the time I’m ready to study [supporter] you can find it in any grocery store easily known as  Plantain chips,Great idea! Most grocery stores carry them in the snack aisle near other chip options. You can also check online retailers for quick delivery. They're affordable and make a satisfying study snack!,32,150,44,1.229,False,False,predicted,Others,Information,False
1315,4,Information,[seeker] I don’t think I’ve ever tried banana chips! I’ll have to see if my grocery store has got them. Maybe I can get some delivered by the time I’m ready to study [supporter] you can find it in any grocery store easily known as  Plantain chips,"Plantain chips are typically found in the international or Latin foods aisle rather than the regular snack section, which is worth checking first if your store carries them.",28,431,37,1.255,False,False,predicted,Others,Information,False
1326,2,Reflection of feelings,[seeker] yes they are supporting but its difficult situation,"I can hear that you're carrying something really heavy right now. Even though you have support, it sounds like the situation itself is challenging to navigate. That's a lot to hold onto.",32,106,41,1.184,False,False,predicted,Providing Suggestions,Reflection of feelings,False
1326,4,Reflection of feelings,[seeker] yes they are supporting but its difficult situation,It sounds like you're feeling torn between gratitude for their support and the weight of the strain this difficult situation is placing on you.,24,380,30,1.022,False,False,predicted,Providing Suggestions,Reflection of feelings,False
1367,2,Providing Suggestions,[seeker] i am depressed so it's hard to get moving on stuff i want to do...i feel so low [supporter] Try to live i future forget past,"I hear you—depression makes everything feel heavier. One small step: try doing just one thing today that brings you even tiny joy, like a short walk or calling someone. Small wins can build momentum.",34,129,45,1.264,False,False,predicted,Providing Suggestions,Providing Suggestions,True
1367,4,Providing Suggestions,[seeker] i am depressed so it's hard to get moving on stuff i want to do...i feel so low [supporter] Try to live i future forget past,What if you picked one small thing today that matters to you—maybe something that takes just five minutes—and focused on completing that one thing?,24,435,32,1.189,False,False,predicted,Providing Suggestions,Providing Suggestions,True
1368,2,Providing Suggestions,[seeker] its hard to plan a future when i am grieving....i don't know how to make myself happy,"I hear you. Have you considered focusing on small, manageable things that bring even tiny moments of peace—like a favorite song, a walk, or talking to someone? Healing doesn't require big plans right now.",34,118,48,1.377,False,False,predicted,Others,Providing Suggestions,False
1368,4,Providing Suggestions,[seeker] its hard to plan a future when i am grieving....i don't know how to make myself happy,"Right now, what if you picked one small thing this week that's brought you comfort before—maybe a walk, music, or time with someone—and gave yourself permission to do it without any guilt?",32,424,44,1.351,False,False,predicted,Others,Providing Suggestions,False
1374,2,Self-disclosure,[seeker] That's a good idea,"I really appreciate your openness. You know, I've found that when I face tough situations, sharing what's on my mind—like you're doing—actually makes things feel a bit lighter. How are you holding up right now?",35,103,51,1.612,False,False,predicted,Providing Suggestions,Self-disclosure,False
1374,4,Self-disclosure,[seeker] That's a good idea,"I've found that when someone suggests a good idea, actually following through on it makes all the difference. What do you think would be your first step?",27,393,34,1.156,False,False,predicted,Providing Suggestions,Self-disclosure,False
1382,2,Others,"[seeker] okay good advice, i will","I'm really glad I could help! Feel free to reach out anytime you need to talk things through. Take care of yourself, and remember—you've got this. Wishing you all the best moving forward.",33,103,48,0.934,False,False,predicted,Affirmation and Reassurance,Others,False
1382,4,Others,"[seeker] okay good advice, i will",That's great—I'm glad that landed well. Feel free to reach out anytime if you need to talk through how things go.,21,326,31,1.045,False,False,predicted,Affirmation and Reassurance,Others,False
1392,2,Reflection of feelings,"[seeker] Yes, it's a weird story. I am feeling very sad about it. [seeker] I think that the person just changed over time. We grew apart.","It sounds like you're grieving not just the loss of this person, but also the connection you two once shared. That kind of growing apart can feel really painful and confusing. Those feelings make a lot of sense.",38,132,48,1.096,False,False,predicted,Affirmation and Reassurance,Reflection of feelings,False
1392,4,Reflection of feelings,"[seeker] Yes, it's a weird story. I am feeling very sad about it. [seeker] I think that the person just changed over time. We grew apart.","It sounds like you're carrying sadness about how this connection faded—watching someone transform into someone different from who they were, and feeling that distance grow between you.",27,406,37,1.128,False,False,predicted,Affirmation and Reassurance,Reflection of feelings,False
1402,2,Restatement or Paraphrasing,"[seeker] Well, my boyfriend has cheated so many times that I cant count them. I then meet someone nice and cheat on him once and now he breaks up with me.","So if I'm understanding correctly, after dealing with repeated infidelity from your boyfriend, you had one instance of cheating yourself, and now he's ended the relationship because of that. Is that right?",32,142,45,1.339,False,False,predicted,Restatement or Paraphrasing,Restatement or Paraphrasing,True
1402,4,Restatement or Paraphrasing,"[seeker] Well, my boyfriend has cheated so many times that I cant count them. I then meet someone nice and cheat on him once and now he breaks up with me.","So you're saying that despite his repeated infidelity, he ended things with you over a single instance of cheating on your part?",22,413,31,1.051,False,False,predicted,Restatement or Paraphrasing,Restatement or Paraphrasing,True
1406,2,Others,"[seeker] Thank you! I can see that I am talking to someone who understands. [seeker] I am wondering if I should beg him back?? I really do love him. [supporter] I've been there too [supporter] Expecially with covid, it can be hard realiing you may be alone and it may be frusterating dating someone new","I'm glad you're feeling understood. It's clear your feelings are genuine. Before making any big decisions, maybe take some time to care for yourself first. How are you doing right now?",31,174,42,1.133,False,False,predicted,Affirmation and Reassurance,Others,False
1406,4,Others,"[seeker] Thank you! I can see that I am talking to someone who understands. [seeker] I am wondering if I should beg him back?? I really do love him. [supporter] I've been there too [supporter] Expecially with covid, it can be hard realiing you may be alone and it may be frusterating dating someone new",That's a big question to sit with. Take your time figuring out what feels right for you.,17,397,24,1.073,False,False,predicted,Affirmation and Reassurance,Others,False
1407,2,Self-disclosure,"[seeker] Yeah, and we have been together since high school so it is really hard to think of ever marrying anyone else. He asked me to marry him but we never made it official or got rings.","I really understand that. Long-term relationships create such deep roots. It's meaningful that he proposed, even without the formality of rings. That commitment matters most.",25,138,37,1.669,False,False,predicted,Question,Self-disclosure,False
1407,4,Self-disclosure,"[seeker] Yeah, and we have been together since high school so it is really hard to think of ever marrying anyone else. He asked me to marry him but we never made it official or got rings.",I've been in a relationship where things felt undefined like that—staying in a gray area instead of moving forward or letting go. It's tough when history runs so deep.,29,428,38,1.161,False,False,predicted,Question,Self-disclosure,False
1411,2,Reflection of feelings,"[seeker] He told me he never wants kids with me but acts like he would have them someday, somehow? I think you're right. [supporter] i married mine. 3 years later he left me to move into his girlfriends house leaving me with our two month old daughter [supporter] trust me, its not worth it in the long run","It sounds like you're feeling really confused and hurt right now—caught between what he's saying and how he's acting. That inconsistency must be exhausting and scary to navigate, especially when your future together feels so uncertain.",36,170,50,1.226,False,False,predicted,Question,Reflection of feelings,False
1411,4,Reflection of feelings,"[seeker] He told me he never wants kids with me but acts like he would have them someday, somehow? I think you're right. [supporter] i married mine. 3 years later he left me to move into his girlfriends house leaving me with our two month old daughter [supporter] trust me, its not worth it in the long run",It sounds like you're feeling torn and uncertain—hearing his mixed signals about kids is leaving you confused about where he actually stands and what your future together might hold.,29,444,36,1.15,False,False,predicted,Question,Reflection of feelings,False
1429,2,Question,[seeker] not so well [seeker] what about you,"I appreciate you asking! I'm here and ready to listen. Since you mentioned things aren't going so well, would you like to talk about what's been weighing on you lately?",30,107,41,0.93,False,False,predicted,Question,Question,True
1429,4,Question,[seeker] not so well [seeker] what about you,What's been going on that's made things feel not so well for you lately?,14,367,20,0.874,False,False,predicted,Question,Question,True
1441,2,Question,[seeker] Frustrated and anxious,"I hear you're feeling frustrated and anxious right now. Can you tell me what's weighing on you most? Is there a specific situation that's triggered these feelings, or has this been building up for a while?",36,102,48,1.128,False,False,predicted,Reflection of feelings,Question,False
1441,4,Question,[seeker] Frustrated and anxious,What's been happening recently that's bringing up both the frustration and anxiety for you right now?,16,362,23,0.895,False,False,predicted,Reflection of feelings,Question,False
1443,2,Restatement or Paraphrasing,"[seeker] Ok. I have a friend who I've known a long time, who is one of my closest friends, but who is extremely insecure. She constantly seeks affirmation that I love and care for her, even though she should KNOW I do, since we have been friends for so long.","So it sounds like you have a deep, long-standing friendship with someone you genuinely care about, but she frequently needs reassurance of your love and care—even though your history together should speak for itself?",34,169,46,1.303,False,False,predicted,Restatement or Paraphrasing,Restatement or Paraphrasing,True
1443,4,Restatement or Paraphrasing,"[seeker] Ok. I have a friend who I've known a long time, who is one of my closest friends, but who is extremely insecure. She constantly seeks affirmation that I love and care for her, even though she should KNOW I do, since we have been friends for so long.","It sounds like your friend keeps needing reassurance about your friendship, even though the history you two share should speak for itself.",22,440,29,1.089,False,False,predicted,Restatement or Paraphrasing,Restatement or Paraphrasing,True
1447,2,Providing Suggestions,"[seeker] I have. I address it every time it comes up. She always sells herself short. Recently I suggested she could babysit my kids, she agreed, then almost immediately said it was ok if I had someone better in mind, and didn't want her, even though I had asked her! [seeker] do you talk to your friend about it?","You might try having a calm, direct conversation with her about this pattern. Let her know you genuinely value her and want her input. Ask how you can help her see her own worth better.",35,170,43,1.152,False,False,predicted,Information,Providing Suggestions,False
1447,4,Providing Suggestions,"[seeker] I have. I address it every time it comes up. She always sells herself short. Recently I suggested she could babysit my kids, she agreed, then almost immediately said it was ok if I had someone better in mind, and didn't want her, even though I had asked her! [seeker] do you talk to your friend about it?","It might help to have a direct conversation with her about this pattern—mentioning specifically that you genuinely want her help and value her, so she knows your invitations are sincere and meaningful.",32,476,43,1.208,False,False,predicted,Information,Providing Suggestions,False
1474,2,Providing Suggestions,"[seeker] You are giving me something to think about that isn't related to the break up. I feel like a weight is sort of lifting off of me. I think I needed to talk and get some of my feelings on the table today. [supporter] If you are still interested in getting a bike, I'd say go for it too! Biking is a great stress relief and form of exercise that often makes me feel better.","That's wonderful to hear! Along with biking, maybe consider exploring other activities you enjoy too—whether it's a hobby, sport, or time in nature. Building new routines can really help you move forward.",32,184,47,1.388,False,False,predicted,Restatement or Paraphrasing,Providing Suggestions,False
1474,4,Providing Suggestions,"[seeker] You are giving me something to think about that isn't related to the break up. I feel like a weight is sort of lifting off of me. I think I needed to talk and get some of my feelings on the table today. [supporter] If you are still interested in getting a bike, I'd say go for it too! Biking is a great stress relief and form of exercise that often makes me feel better.","That shift in perspective sounds valuable. Since talking through things seems to be helping, consider setting aside time each week to reflect on what you're feeling—it might keep that momentum going.",31,490,40,1.307,False,False,predicted,Restatement or Paraphrasing,Providing Suggestions,False
1479,2,Others,[seeker] Thank you again for being a wonderful listener and better friend than my best one.,"I appreciate your trust in me. Remember, good friendships grow when we show up for each other. I hope you'll also lean on your best friend—they may surprise you with their support too.",33,113,44,1.24,False,False,predicted,Others,Others,True
1479,4,Others,[seeker] Thank you again for being a wonderful listener and better friend than my best one.,That's really kind of you to say. I'm glad I could be here for you today. Take care of yourself.,20,336,28,1.23,False,False,predicted,Others,Others,True
1489,2,Question,"[seeker] Yeah, we text and have group chats and stuff, and we snapchat a lot. It's been a while since I saw any of them, though. At least we have that, though. [seeker] And yeah, it's really stressful worrying about her. And she feels so bad because I can't see my friends or go in the store or to school [supporter] It sounds like you don't think the online interactions are a good substitute for in-person things. Does that sound right?","You mentioned she feels bad about limiting your activities—do you think that guilt is making it harder for her to set the boundaries she feels she needs to, or is it something else that's weighing on her?",37,205,46,1.142,False,False,predicted,Restatement or Paraphrasing,Question,False
1489,4,Question,"[seeker] Yeah, we text and have group chats and stuff, and we snapchat a lot. It's been a while since I saw any of them, though. At least we have that, though. [seeker] And yeah, it's really stressful worrying about her. And she feels so bad because I can't see my friends or go in the store or to school [supporter] It sounds like you don't think the online interactions are a good substitute for in-person things. Does that sound right?",What specific things do you miss most about being able to see your friends in person?,16,465,20,0.735,False,False,predicted,Restatement or Paraphrasing,Question,False
1491,2,Providing Suggestions,"[seeker] Yes, it does seem like the cycle of guilt.... I try not to let her see how much this is affecting me, but she's my mom and she can tell...",Have you considered talking with your mom openly about what you're experiencing? Sharing your feelings might actually strengthen your bond and help her understand she's not alone in this struggle. You don't have to carry this silently.,37,132,48,2.052,False,False,predicted,Providing Suggestions,Providing Suggestions,True
1491,4,Providing Suggestions,"[seeker] Yes, it does seem like the cycle of guilt.... I try not to let her see how much this is affecting me, but she's my mom and she can tell...","Since she clearly reads you well, what if you considered having a direct conversation with her about what you're experiencing? That openness might actually ease the tension between you both.",30,438,38,1.056,False,False,predicted,Providing Suggestions,Providing Suggestions,True
1494,2,Others,"[seeker] Oh that's a really good idea! That might be something we can do. It won't be quite the same, but it's better than nothing. I'll ask my mom's doctor if that will be okay. [seeker] Thank you. Hopefully it will, and hopefully she will be able to get the vaccine soon, too. [supporter] Yeah! I hope that works out for you. I've been finding getting outside and doing things with others has been helpful both for social and exercise.",That sounds like a good plan. I'm glad we could talk through this together. Wishing you and your mom all the best with everything. Take care of yourself!,28,200,38,1.386,False,False,predicted,Others,Others,True
1494,4,Others,"[seeker] Oh that's a really good idea! That might be something we can do. It won't be quite the same, but it's better than nothing. I'll ask my mom's doctor if that will be okay. [seeker] Thank you. Hopefully it will, and hopefully she will be able to get the vaccine soon, too. [supporter] Yeah! I hope that works out for you. I've been finding getting outside and doing things with others has been helpful both for social and exercise.","That sounds like a good plan. Fingers crossed the doctor gives you the green light, and your mom gets vaccinated soon. Take care of yourself in the meantime.",28,423,38,0.994,False,False,predicted,Others,Others,True
1504,2,Others,"[seeker] Thank you for your time, I'll have to be leaving now, this will help me for sure!","You're very welcome! I'm so glad our talk was helpful. Take good care of yourself, and remember—you've got this. Don't hesitate to reach out anytime you need someone to talk to. Wishing you all the best!",36,118,55,1.4,False,False,predicted,Others,Others,True
1504,4,Others,"[seeker] Thank you for your time, I'll have to be leaving now, this will help me for sure!","You're welcome! I'm glad we could chat today. Take care of yourself, and I hope things start feeling better soon.",20,341,29,1.02,False,False,predicted,Others,Others,True
1516,2,Question,"[seeker] Hi, Thanks for talking to me today. I've been so upset about my boyfriend breaking up with me.  It was so unexpected.","I'm really glad you reached out. Breakups can feel so sudden and disorienting. Can you tell me a bit more about what happened? Was there any warning signs, or did it truly come out of nowhere?",36,125,49,1.213,False,False,predicted,Question,Question,True
1516,4,Question,"[seeker] Hi, Thanks for talking to me today. I've been so upset about my boyfriend breaking up with me.  It was so unexpected.",What happened between you two right before the breakup that made it feel so sudden?,15,385,20,1.035,False,False,predicted,Question,Question,True
1535,2,Self-disclosure,[seeker] Unfortunately making amends in some ways depends on having money which requires a job.,I really hear you on that. I've seen how financial pressure can feel like a barrier to moving forward—it's genuinely tough when you want to make things right but practical constraints get in the way. That's a real struggle.,39,114,51,1.376,False,False,predicted,Information,Self-disclosure,False
1535,4,Self-disclosure,[seeker] Unfortunately making amends in some ways depends on having money which requires a job.,I've been stuck in that same catch-22 before—needing resources to fix things but unable to get them without work. It's frustrating when the path forward feels blocked like that.,29,404,43,1.587,False,False,predicted,Information,Self-disclosure,False
1542,2,Reflection of feelings,"[seeker] A few weeks ago, my lover and I decided to stop our affair. It is the right choice for him because he feels he should work on his marriage. I admire that, yet It is very lonely for me right now","It sounds like you're holding two things at once—respect for his choice and real pain from the loss. That loneliness you're feeling is completely valid, even when you know the decision was right. That's a heavy place to be.",39,144,53,1.146,False,False,predicted,Reflection of feelings,Reflection of feelings,True
1542,4,Reflection of feelings,"[seeker] A few weeks ago, my lover and I decided to stop our affair. It is the right choice for him because he feels he should work on his marriage. I admire that, yet It is very lonely for me right now","You're carrying this mix of loneliness and respect—proud of his commitment to his marriage, yet feeling the weight of that absence in your own life right now.",27,418,37,1.28,False,False,predicted,Reflection of feelings,Reflection of feelings,True
1549,2,Providing Suggestions,[seeker] I have heard the idea of dating ones self [seeker] I haven't been out to eat for over a year due to the pandemic situation [supporter] It can be fun! No decisons on who wants to go where. It is all about you enjoying the moment and your own company!,"Why not start this week? Pick a restaurant you've been curious about, dress up if you'd like, and really savor each dish. Notice the flavors, the atmosphere. You deserve this treat for yourself!",33,157,47,1.318,False,False,predicted,Providing Suggestions,Providing Suggestions,True
1549,4,Providing Suggestions,[seeker] I have heard the idea of dating ones self [seeker] I haven't been out to eat for over a year due to the pandemic situation [supporter] It can be fun! No decisons on who wants to go where. It is all about you enjoying the moment and your own company!,Why not pick a restaurant you've been curious about and treat yourself to a meal there this week? It could be a meaningful way to reconnect with something you've missed.,30,463,38,1.416,False,False,predicted,Providing Suggestions,Providing Suggestions,True
1552,2,Reflection of feelings,"[seeker] Thank you for letting me talk about this. It is a touchy topic, affairs. My heart was so loved during that time but I always told him that if he needed me to step back, I would. It has been difficult on both of us. [seeker] Being a parent, having the families meshed together, homes, work, etc.... I can understand why he feels he should try again.",It sounds like you're carrying a lot of compassion for him despite the pain you've experienced. You're acknowledging his struggle while also honoring your own hurt—that takes real strength and emotional wisdom.,32,182,45,1.314,False,False,predicted,Reflection of feelings,Reflection of feelings,True
1552,4,Reflection of feelings,"[seeker] Thank you for letting me talk about this. It is a touchy topic, affairs. My heart was so loved during that time but I always told him that if he needed me to step back, I would. It has been difficult on both of us. [seeker] Being a parent, having the families meshed together, homes, work, etc.... I can understand why he feels he should try again.","It sounds like you're carrying a lot of conflicting emotions—the pain of what happened alongside compassion for why he made that choice, all while managing the complexity of blended family life.",31,456,42,1.267,False,False,predicted,Reflection of feelings,Reflection of feelings,True
1555,2,Information,[seeker] You made me heart smile... thank you.. !! I am glad that I got to speak with you today!,"I'm so glad I could brighten your day! If you ever need support again, remember that many resources are available—from mental health hotlines to counseling services. You deserve kindness and care. Take gentle care of yourself! 💙",37,116,54,1.3,False,False,predicted,Affirmation and Reassurance,Information,False
1555,4,Information,[seeker] You made me heart smile... thank you.. !! I am glad that I got to speak with you today!,"Research shows that positive social connections and meaningful conversations activate reward centers in the brain, releasing chemicals that genuinely improve mood and resilience.",23,397,30,1.223,False,False,predicted,Affirmation and Reassurance,Information,False
1559,2,Question,[seeker] girlfriend. [seeker] well ex girlfriend.,I'm sorry to hear about that. It sounds like it's still fresh. Can you tell me a bit more about what happened? Are you doing okay right now?,28,107,37,0.978,False,False,predicted,Affirmation and Reassurance,Question,False
1559,4,Question,[seeker] girlfriend. [seeker] well ex girlfriend.,What happened between you two that led to the breakup?,10,367,15,0.703,False,False,predicted,Affirmation and Reassurance,Question,False
1566,2,Affirmation and Reassurance,[seeker] She was not a good person. So it makes it easy to not regret it. but i still feel guilty. guilt caused issues last month when this all started and came to a head. it was a mess. I was a mess. things happened.,"It's really understandable to feel guilty even when you know intellectually that things needed to change. You're showing a lot of self-awareness here, and that takes real strength. Give yourself credit for navigating through something so difficult.",37,156,52,1.367,False,False,predicted,Question,Affirmation and Reassurance,False
1566,4,Affirmation and Reassurance,[seeker] She was not a good person. So it makes it easy to not regret it. but i still feel guilty. guilt caused issues last month when this all started and came to a head. it was a mess. I was a mess. things happened.,"You're working through something genuinely complex—recognizing someone's flaws while still grappling with guilt shows real emotional integrity. That conflict you felt was honest, not weakness.",25,437,40,1.304,False,False,predicted,Question,Affirmation and Reassurance,False
1572,2,Reflection of feelings,[seeker] The stupid SOB went behind  my back and cut a deal. I didn't get as much as I should have. I totally didn't suspect anything because we had been friends for so long. [seeker] I guess the money was too sweet. Never again...,"It sounds like you're feeling really hurt and betrayed right now—not just about the money, but because someone you trusted as a friend took advantage of that closeness. That's a painful realization to have.",34,153,47,1.208,False,False,predicted,Affirmation and Reassurance,Reflection of feelings,False
1572,4,Reflection of feelings,[seeker] The stupid SOB went behind  my back and cut a deal. I didn't get as much as I should have. I totally didn't suspect anything because we had been friends for so long. [seeker] I guess the money was too sweet. Never again...,"It sounds like you're feeling betrayed and angry—someone you trusted took advantage of that friendship for financial gain, and now you're questioning whether that relationship was ever real at all.",30,427,40,1.169,False,False,predicted,Affirmation and Reassurance,Reflection of feelings,False
